8	0	1
31	79	1022		9	170	1085
74	50	838		31	130	1002
60	-56	1006		40	67	1004
-16	-134	1191		21	0	1066
54	-64	1311		32	-21	1148
71	8	1219		45	-11	1172
-80	76	1100		3	17	1148
-213	293	1374		-69	110	1223
-84	164	1597		-74	128	1348
-117	357	1087		-88	204	1261
-123	-133	849		-100	91	1123
-150	2	1026		-117	62	1091
-53	102	1215		-95	75	1132
-19	52	958		-70	67	1074
-15	28	800		-52	54	982
-88	-8	1126		-64	33	1030
-74	59	1480		-67	42	1181
-101	151	1538		-79	78	1300
-60	163	1278		-72	107	1293
-101	169	1816		-82	128	1467
-57	409	2286		-74	222	1741
-13	259	1413		-53	234	1631
62	25	1141		-15	164	1468
60	58	1241		10	129	1392
97	270	1048		39	176	1277
28	-44	868		35	102	1140
-29	-112	778		13	30	1019
-32	-67	830		-1	-2	956
24	61	879		7	19	930
73	63	897		29	33	919
-25	-27	959		10	13	932
-133	-43	1132		-37	-5	999
-21	145	1437		-31	44	1145
-3	238	1500		-22	109	1264
-225	215	1401		-90	144	1310
-401	-103	1394		-194	62	1338
-416	-93	1510		-268	10	1395
-436	-101	1378		-324	-27	1390
73	21	807		-191	-10	1195
230	8	610		-50	-4	1000
77	-167	599		-7	-58	866
221	-11	784		68	-43	838
356	-8	747		164	-31	808
325	-148	611		218	-70	742
301	123	737		246	-5	740
331	276	556		274	88	679
203	298	739		250	158	699
57	128	814		185	148	738
18	441	882		129	246	786
78	611	881		112	368	818
77	337	1043		101	358	893
0	144	1127		67	286	971
-58	762	1211		25	445	1051
-77	49	956		-8	313	1020
-40	15	969		-19	213	1003
5	-19	1001		-11	135	1002
202	17	856		60	96	953
178	11	757		99	67	887
131	-81	581		110	17	785
111	-94	1027		110	-19	866
70	-124	650		97	-54	794
14	-121	488		69	-76	692
67	-240	751		69	-131	712
62	149	656		66	-37	693
72	-10	824		68	-28	736
48	-74	841		61	-43	771
-85	-117	727		12	-68	756
-259	27	645		-78	-36	719
34	-81	981		-40	-51	807
-65	-28	775		-49	-43	796
-30	-118	810		-43	-68	801
109	-186	776		8	-108	792
40	50	610		18	-55	732
32	-13	681		23	-41	715
-41	-20	614		1	-34	681
15	39	456		6	-9	606
116	-23	208		43	-14	473
106	-25	-56		64	-17	296
-105	-53	95		7	-29	229
-44	-43	226		-9	-34	228
28	0	27		2	-23	161
19	11	84		8	-11	135
-2	-93	25		4	-38	99
-107	57	-163		-32	-6	11
-150	202	-401		-72	63	-126
-147	47	-536		-97	57	-263
-25	95	-580		-73	70	-369
-179	218	-638		-108	119	-459
-90	48	-737		-102	96	-552
17	42	-745		-62	78	-616
-87	136	-691		-70	97	-641
-95	-31	-697		-79	54	-660
26	-162	-686		-43	-18	-668
59	-148	-613		-9	-61	-650
59	-36	-543		13	-53	-614
33	2	-606		20	-34	-611
24	-27	-577		21	-32	-600
22	155	-614		21	30	-605
37	296	-533		27	119	-580
34	-52	-468		29	61	-543
60	63	-574		39	62	-553
43	215	-710		41	113	-606
25	182	-677		35	136	-629
54	-69	-547		42	67	-602
25	-69	-573		36	21	-592
-23	78	-659		16	40	-615
88	205	-563		40	95	-597
71	2	-338		51	64	-511
49	-71	-329		50	19	-450
56	-13	-537		52	8	-479
93	258	-888		66	91	-616
75	127	-715		69	103	-649
156	-110	-519		98	32	-605
85	57	-556		94	40	-589
33	221	-773		73	101	-651
62	223	-606		70	142	-636
65	-230	-342		68	17	-538
77	5	-556		71	13	-544
88	86	-690		77	37	-593
61	126	-649		71	67	-612
24	13	-536		56	49	-586
43	29	-688		51	42	-620
-1	90	-789		34	58	-676
-57	276	-955		3	131	-770
-124	196	-919		-39	153	-820
-104	-250	-786		-61	18	-809
-71	-14	-903		-64	7	-840
-59	57	-994		-62	24	-892
-13	210	-955		-46	86	-913
4	-92	-692		-29	26	-839
9	-238	-833		-16	-62	-837
-36	67	-946		-23	-18	-873
-42	174	-1093		-29	45	-947
-267	-185	-781		-109	-31	-891
-233	89	-844		-150	8	-875
95	97	-954		-68	38	-902
102	132	-1069		-11	69	-958
-72	-141	-1117		-31	0	-1011
4	35	-1070		-19	11	-1030
211	8	-1362		57	10	-1141
180	-37	-1178		98	-5	-1154
-21	-116	-942		58	-42	-1083
-77	-63	-946		12	-49	-1037
156	137	-1313		60	12	-1129
246	-10	-1466		122	4	-1242
-176	-183	-1043		22	-57	-1175
24	-116	-1140		23	-77	-1164
183	6	-1348		76	-49	-1225
187	121	-1701		113	7	-1384
18	-157	-1034		82	-47	-1267
10	-359	-951		58	-151	-1162
134	-196	-1158		83	-166	-1160
213	71	-1310		127	-87	-1210
-58	-300	-927		65	-158	-1116
-79	-392	-855		16	-236	-1029
87	-4	-1184		40	-159	-1081
13	-91	-1214		31	-136	-1125
-159	-442	-757		-32	-238	-1002
-146	-381	-845		-70	-286	-950
30	-99	-1281		-36	-224	-1060
-44	-272	-1056		-39	-240	-1059
-210	-478	-759		-96	-320	-959
-231	-326	-1067		-141	-322	-995
-118	-311	-1272		-133	-318	-1087
-150	-535	-807		-139	-391	-994
-86	-77	-813		-121	-286	-933
170	312	-1286		-23	-86	-1051
76	220	-1087		9	16	-1063
-118	-1	-768		-33	10	-964
36	-88	-968		-9	-22	-966
184	-7	-1428		54	-17	-1120
173	-102	-1192		94	-46	-1144
218	-47	-809		135	-46	-1032
365	-10	-1081		212	-34	-1049
585	142	-1389		337	24	-1162
462	-125	-1254		378	-25	-1193
11	-393	-983		256	-148	-1123
-103	-184	-729		135	-160	-991
59	90	-955		110	-76	-979
81	-68	-1046		100	-73	-1002
-118	-357	-890		27	-168	-964
-215	-410	-883		-53	-249	-937
-9	-171	-1008		-39	-223	-961
195	-30	-1146		39	-159	-1023
189	-160	-741		89	-159	-929
271	-278	-725		150	-199	-861
406	-123	-901		235	-173	-874
394	-100	-780		288	-149	-842
241	44	-679		273	-84	-788
12	132	-423		186	-12	-666
41	203	-611		137	60	-648
307	240	-884		194	120	-727
448	136	-987		279	125	-813
497	72	-1159		352	107	-929
467	22	-1229		390	79	-1029
336	-213	-1284		372	-18	-1114
211	-175	-1029		318	-70	-1086
109	-182	-813		248	-108	-995
188	-135	-950		228	-117	-980
251	-31	-664		236	-88	-874
11	34	-459		161	-47	-736
-194	217	-689		42	41	-720
-318	357	-843		-78	146	-761
-493	92	-594		-216	128	-705
-165	-47	-621		-199	69	-677
61	-163	-941		-112	-8	-765
210	-25	-1174		-4	-13	-902
245	24	-976		78	-1	-926
49	-180	-935		69	-61	-929
52	-85	-971		63	-69	-943
33	40	-949		53	-32	-945
159	26	-1149		89	-12	-1013
302	-78	-1166		160	-34	-1064
177	-322	-1132		166	-130	-1087
417	-439	-1330		250	-233	-1168
242	-79	-1151		247	-182	-1162
191	-195	-1242		228	-186	-1189
-169	-1	-863		95	-124	-1080
-27	-152	-796		54	-133	-985
747	-933	-1586		286	-400	-1186
-594	348	-499		-8	-150	-957
-995	262	-175		-337	-12	-696
-103	-99	-1095		-259	-41	-829
130	-185	-1427		-129	-89	-1029
-253	62	-553		-170	-38	-870
-147	291	-556		-162	71	-765
17	240	-965		-102	127	-832
438	-152	-1228		78	34	-964
266	-160	-689		140	-30	-872
243	238	-682		175	59	-809
517	359	-1103		289	159	-907
300	247	-684		293	188	-833
397	193	-560		327	190	-742
453	-99	-899		369	93	-794
225	-322	-893		321	-45	-827
