990	689	7967
988	710	8024
983	624	8015
997	667	8024
1021	617	7912
995	610	8036
954	648	8082
968	698	8019
961	689	8031
988	648	8039
945	662	7993
985	674	7991
1021	710	7988
1004	672	8046
980	643	7993
942	705	8000
995	655	8005
985	698	8024
1012	638	8015
985	686	8055
995	631	8000
1004	653	7960
973	665	8012
966	684	8024
1000	689	8053
1000	607	7976
983	626	8022
925	665	7950
1019	657	8039
1012	667	7967
1000	631	8015
988	662	8046
933	629	8007
973	641	8036
1004	653	7921
990	643	8051
995	674	8005
971	650	7914
964	655	7991
988	617	7948
1026	624	8010
1012	677	8007
973	684	7988
966	636	8043
980	686	7998
976	643	7988
988	672	8019
990	660	7995
1004	655	8036
959	681	8024
959	708	8010
971	665	8067
973	595	8010
971	631	7967
971	643	7998
1002	684	8034
983	648	8034
973	669	8072
1026	641	8012
952	720	8048
961	650	8010
935	653	7979
985	648	8005
1007	693	8000
988	672	8041
968	638	8053
992	636	8005
990	679	7976
957	641	8031
1000	650	7986
968	629	8007
968	634	7900
988	655	8072
995	684	8029
983	660	7967
966	722	7921
992	669	7981
1000	657	8060
959	667	8031
1028	638	8005
980	665	7984
947	655	7998
961	641	8084
966	650	7991
992	645	8012
985	645	8024
1019	657	7981
966	674	8051
1021	645	7995
988	653	8070
995	674	8029
997	653	7938
1004	674	7957
990	631	7948
968	653	7938
1021	655	8096
980	674	7972
988	657	8048
966	638	7998
1021	693	7995
1007	677	8041
988	653	8010
983	643	8000
966	650	7950
980	677	7993
973	631	7952
942	636	8031
995	665	7979
968	679	8039
1000	689	7976
1012	653	8019
980	655	8053
990	626	8000
968	619	7962
930	672	8065
1009	691	7976
1000	624	8017
976	643	8010
988	669	8017
992	681	7940
966	689	7964
1014	689	8060
997	717	8055
990	667	8074
1012	677	8003
949	629	8000
978	636	7991
1014	655	7986
983	681	8022
990	657	7995
954	634	7974
971	631	7952
992	636	8029
985	657	8051
976	645	8051
992	667	7969
988	626	7988
985	619	7988
1016	653	8051
997	641	8007
980	648	7979
990	701	7950
978	617	8036
997	655	8015
995	710	8043
945	638	8060
980	645	7986
973	684	7890
973	638	7981
997	657	7984
1016	698	8036
973	631	8005
978	679	8019
968	662	7936
973	657	7981
983	657	8022
1000	674	8019
980	689	7964
954	650	8000
983	660	7984
978	669	8007
985	645	8027
966	638	8000
1000	674	7933
961	662	8027
976	657	8007
995	657	7974
997	636	8074
949	617	8022
976	622	8091
976	660	8005
968	655	8067
935	655	8046
1004	669	7952
933	657	8005
973	624	8015
976	677	8072
978	662	7991
966	653	8029
966	717	7981
949	660	8007
983	665	8048
976	638	7991
1000	689	8024
980	624	7967
997	698	7950
957	645	8036
1007	614	8029
1012	689	8024
980	631	8022
930	674	7988
1016	653	7976
925	653	8007
980	684	8074
990	674	8007
971	657	8010
973	634	8003
988	648	7955
1035	667	7986
995	648	8003
1012	650	8024
959	698	7984
885	660	7995
1043	674	8036
966	681	8017
966	681	7924
1024	634	7943
966	705	8051
983	626	8041
995	617	8027
952	636	7974
983	648	7967
997	645	8015
988	667	7998
976	629	8094
995	708	8024
980	691	8065
1028	662	7948
947	662	8051
1012	684	7984
957	660	8086
995	667	7919
947	662	7993
997	648	8012
992	708	7950
964	638	7986
995	641	7998
980	736	8074
954	612	7926
968	689	8019
976	641	7993
983	653	7986
983	655	7974
973	667	7972
985	665	8070
990	660	8010
976	698	8058
1007	643	7964
959	638	8003
973	674	7960
964	624	7979
964	645	8027
1004	667	8024
985	662	8129
995	665	8031
954	660	7981
973	696	8055
983	629	8015
1002	665	7976
1012	634	7988
949	679	8027
964	626	8036
976	669	8034
978	660	8029
995	645	8024
990	665	8031
961	665	7995
985	677	7981
976	693	8007
992	689	8017
985	617	8036
985	679	7974
983	655	7960
949	638	8041
