-497	4481	3033
3146	397	8268
1136	605	8017
1105	593	7952
1098	581	7964
1098	631	8015
1088	672	7984
1098	610	8029
1143	614	7936
1117	602	7991
1067	595	7988
1105	626	7993
1122	636	7991
1100	624	8000
1129	631	7945
1081	607	7981
1095	602	7984
1150	636	8041
1110	588	8079
1079	571	7981
1057	612	7976
1217	602	7955
1100	614	7979
1134	624	7972
1150	634	7933
1122	598	7936
1117	624	8027
1086	634	7952
1153	617	8027
1141	641	8007
1126	617	7929
1102	617	8034
1117	600	8048
1122	614	8010
1052	593	7976
1107	593	7998
1131	598	7972
1131	588	7955
1129	629	8024
1134	590	7986
1141	648	7979
1143	612	7964
1124	617	7938
1093	631	8036
1236	607	7933
1129	636	7984
1284	720	7931
1258	655	7890
1079	535	8019
1543	768	7656
1114	653	8000
1114	645	7950
1167	583	7972
1083	622	7940
1069	619	8046
1153	614	7914
1136	629	7885
1119	645	7964
1035	657	8029
1102	607	7998
1129	607	8027
1069	607	7969
1083	629	8110
1117	614	7986
1083	607	7945
1102	626	7976
1102	614	8019
1074	543	8034
1088	593	7991
1160	588	7957
1131	574	8029
1138	605	7981
1067	600	8039
1055	595	7991
1124	595	7986
1126	607	7988
1134	564	7945
1117	605	7967
1081	586	7984
1071	598	8027
1112	619	7995
1105	607	8005
1124	576	7998
1122	564	8000
1102	612	7969
1126	610	7981
1091	600	7998
1086	622	7960
1107	607	7995
1083	598	7960
1091	605	7979
1124	586	8024
1098	626	7900
1050	590	8034
1091	612	7888
1083	624	8031
1083	626	7972
1136	634	7972
1081	571	8000
1110	612	7972
1112	617	7945
1100	622	7960
1138	593	8015
1114	631	8010
1126	595	7917
1119	593	8017
1083	612	8012
1117	590	8019
1112	629	7967
1100	586	8015
1124	588	7969
1131	634	7890
1131	588	8000
1155	600	7952
1138	598	7957
1105	624	8007
1100	571	8019
1105	643	7986
1102	624	7909
1114	593	8010
1114	669	8017
1129	614	7976
1088	602	8024
1093	593	7950
1093	631	7950
1081	617	7967
1117	626	7998
1155	634	7976
1095	636	7969
1119	605	8000
1153	655	7952
1129	629	8024
1136	614	8003
1138	648	8096
1119	624	8039
1088	610	7950
1083	631	8046
1102	622	8007
1095	622	8007
1100	583	8036
1091	617	8005
1110	569	8058
1067	614	7964
1129	600	8000
1110	612	7955
1122	622	8029
1122	626	8029
1129	607	7945
1138	610	8070
1098	602	7950
1117	600	8048
1093	626	7995
1100	614	7976
1117	607	7993
1110	600	7945
1124	593	7972
1102	579	7979
1105	610	8041
1100	588	8010
1150	605	7964
1129	600	8048
1129	598	7962
1138	655	8031
1093	598	8027
571	299	9232
1059	600	8072
741	552	7838
2483	966	7680
3402	794	7905
5010	796	7086
5414	624	6651
6916	732	5632
7866	626	4699
8412	464	3856
9936	880	1162
9386	844	1476
9610	746	631
10611	861	-1284
10367	571	-2459
10328	598	-2875
10264	497	-3572
10369	784	-3313
10529	1435	-3641
9814	2272	-2997
10029	2878	-3174
9811	3387	-2988
9637	4234	-2995
9206	5062	-3184
8850	5644	-3174
8546	6239	-3414
7699	7125	-3234
7048	7919	-3289
6940	7878	-3052
6699	7974	-2387
6086	8577	-2576
5100	9132	-2342
4553	9615	-2823
3464	9689	-2505
2763	10158	-2423
1957	10230	-2174
1213	10436	-2476
751	10426	-2454
490	10532	-2787
677	10611	-2371
-232	9993	-2184
-289	10371	-925
-299	10065	-28
-378	9816	775
-693	10481	62
-2086	9919	-2311
-2598	9828	-3363
-2713	9390	-3981
-2988	9220	-5435
-3201	8541	-6608
-2792	7945	-7541
-2993	7641	-7902
-2574	6639	-9089
-930	3368	-10850
-1366	3952	-10898
-1105	2983	-11582
-57	1957	-11685
-2	1107	-11627
160	858	-11864
251	-332	-11455
1504	-784	-11733
2222	-1069	-11953
3734	-1990	-11041
4533	-2761	-10536
5383	-2993	-9845
6002	-3407	-9216
6562	-3947	-8503
6136	-5194	-8273
6258	-6115	-6845
5715	-7347	-4687
4718	-8036	-4311
3741	-8474	-2095
3184	-8522	-1890
2780	-9034	-1624
2430	-9646	-1722
1533	-9161	-1763
1062	-9197	-1818
741	-9216	-1854
631	-9199	-2174
610	-9072	-1720
-191	-8847	-2394
-299	-9256	-4254
-756	-8637	-5139
-935	-8460	-5471
-1870	-8503	-5062
-3064	-8402	-4404
-3627	-8302	-3136
-4407	-7780	-2136
-5656	-6706	-1437
-5890	-6677	-1308
-6543	-6223	-1189
-7385	-4902	-763
-7713	-4359	-789
-8364	-3469	-636
-7933	-2174	-756
-8866	-1641	-1856
-9565	-890	-751
-9216	-626	-873
-9154	696	480
-8713	1167	643
-8168	1433	2050
-7945	2069	2823
-7232	2942	3306
-6751	3885	3263
-7108	3098	4572
-6462	4182	3909
-5208	5852	4404
-4734	6230	4246
-4306	6455	3919
-3402	6833	4091
-2509	7266	4746
-1291	7393	5148
11	7122	5514
1392	6620	6113
1813	6235	6151
2988	5902	6148
4342	4634	6459
4684	3622	6873
5158	2808	6704
4950	533	6945
4203	-131	7218
2737	35	7658
2851	528	7905
1430	645	7606
949	1050	8034
1390	1361	7969
423	1225	7809
234	894	8034
-83	945	8000
136	968	7929
