0	0	0

1232	921	8007
1253	928	8015
1263	940	7950
1308	940	7981
1296	930	7957
1291	916	7921
1349	803	7931
1294	818	7952
1174	930	7986
1165	1047	7974
1241	1050	8015
1301	997	7986
1268	954	8007
1280	918	8017
1222	856	7964
1268	818	7933
1313	756	7976
1294	842	7984
1315	892	8048
1119	1069	8036
1296	1122	7857
1153	1024	7984
1184	1000	7955
1265	856	7962
1208	799	8043
1323	897	7969
1239	902	7967
1232	971	7945
1303	923	8000
1320	918	7984
1296	899	7952
1222	928	7924
1234	968	7995
1291	861	7998
1301	904	7998
1246	961	7991
1210	949	8029
1253	964	7969
1299	928	8000
1244	906	7979
1265	928	7909
1270	913	7921
1289	949	7974
1260	945	7948
1291	921	7945
1263	966	7986
1258	906	7964
1251	897	7955
1256	868	7948
1260	873	7976
1268	885	7986
1284	892	7957
1296	913	7986
1265	935	7955
1282	940	7984
1260	945	7986
1265	923	7895
1280	971	7948
1258	947	7936
1258	925	7972
1222	921	7950
1222	961	7991
1272	928	7988
1236	921	7984
1289	949	7976
1280	923	7967
1282	933	7976
1280	909	7957
1277	909	7929
1327	909	7952
1280	911	7948
1275	913	7991
1246	904	7974
1258	909	7957
1256	909	7995
1260	885	7998
1284	911	7943
1270	942	7976
1287	921	7948
1258	940	7917
1227	930	7950
1301	947	7950
1256	923	7967
1256	918	8005
1234	906	7967
1263	930	8019
1203	940	7976
1275	928	8007
1227	923	8098
1265	913	7981
1260	875	7986
1256	904	8007
1275	925	7936
1291	899	8005
1301	913	7919
1277	875	7948
1291	933	7933
1263	921	7969
1225	904	8005
1263	925	7981
1258	923	8015
1256	918	8077
1256	933	8017
1258	921	7938
1248	923	7912
1287	921	7912
1280	949	7984
1284	937	7940
1291	937	7984
1260	918	7907
1253	904	7962
1256	935	7938
1275	923	8007
1251	930	8010
1256	911	8062
1225	942	7952
1272	913	7967
1260	918	7931
1291	930	7988
1270	940	7929
1282	923	7955
1294	892	8000
1268	959	7976
1239	894	7952
1225	906	8055
1248	923	8070
1225	897	8007
1296	899	8029
1258	921	7979
1275	959	7964
1287	902	7974
1296	949	7976
1258	921	7964
1287	868	7967
1282	930	7993
1248	916	7991
1277	925	8027
1253	942	7974
1272	935	8007
1236	928	8031
1246	902	7986
1277	911	7979
1272	918	7955
1265	904	7976
